Date,Close,High,Low,Open,Volume,Daily_Return,Price_Range,Price_Change,Volume_MA7,Close_MA7,Close_MA30
2002-07-15,1.142856956,1.248571038,1.076429009,1.242856979,4239200,-0.05381436403515749,0.17214202899999997,-0.100000023,2579000.0,1.1994897297142855,1.0857618708666665
2002-07-16,1.126428962,1.157142997,1.104285955,1.152856946,1941800,-0.014374497100230088,0.052857042000000076,-0.026427983999999904,2570200.0,1.1780611447142857,1.0856904685000002
2002-07-17,1.08928597,1.163571,1.075713992,1.144999981,1261400,-0.032974109555965136,0.08785700799999985,-0.05571401100000006,2471400.0,1.165714281,1.0847381015333333
2002-07-18,1.149286032,1.166429043,1.110713959,1.117143035,2899400,0.05508201120041978,0.055715084000000026,0.032142997000000006,2466200.0,1.1640817098571428,1.0848095357333334
2002-07-19,1.159999967,1.16071403,1.12214303,1.152856946,1792000,0.009322252861070135,0.03857100000000013,0.007143021000000083,2500200.0,1.1635715622857141,1.0840714355333332
2002-07-22,1.170714021,1.179286003,1.11500001,1.135714054,1993600,0.009236253711031317,0.06428599300000015,0.034999967000000076,2423600.0,1.149489845857143,1.0858095347999999
2002-07-23,1.146428943,1.213570952,1.130714059,1.176429033,1577800,-0.020743817503147466,0.08285689299999999,-0.030000089999999924,2243600.0,1.1407144072857143,1.0854761978333334
2002-07-24,1.114285946,1.159286022,1.074285984,1.146428943,3355800,-0.028037496084046487,0.085000038,-0.032142997000000006,2117400.0,1.1366328344285714,1.0841666957
2002-07-25,1.036429048,1.12785697,1.034999967,1.125,4755800,-0.06987156059850375,0.092857003,-0.08857095199999998,2519400.0,1.123775703857143,1.0822857638666668
2002-07-26,0.871429026,1.058570981,0.850000024,1.049999952,7046200,-0.1592004993669378,0.20857095699999995,-0.17857092600000002,3345800.0,1.0926532832857143,1.0752381643
2002-07-29,0.876429021,0.924286008,0.850000024,0.896429002,3260600,0.005737696187319674,0.07428598400000008,-0.019999981,3397400.0,1.0536737102857143,1.0715714991333334
2002-07-30,0.914286017,0.942857027,0.893571019,0.893571019,3777200,0.043194594305886236,0.04928600799999994,0.020714997999999984,3681000.0,1.0185717174285716,1.0713096003
2002-07-31,0.953571022,0.959999979,0.905713975,0.928570986,3333400,0.04296795999232694,0.054286004000000054,0.025000036000000003,3872400.0,0.987551289,1.0727381686666668
2002-08-01,0.891429007,0.959999979,0.877857029,0.949999988,4529000,-0.06516768396512784,0.08214295000000005,-0.05857098099999991,4294000.0,0.9511227267142858,1.0707381686
2002-08-02,0.777857006,0.88785702,0.706429005,0.886429012,6655600,-0.12740442604870283,0.18142801499999994,-0.10857200600000005,4765400.0,0.9030614495714285,1.0647619685
2002-08-05,0.774999976,0.812856972,0.760713995,0.77857101,3808000,-0.0036729501411727483,0.052142976999999924,-0.0035710339999999174,4630000.0,0.8657144392857143,1.0579524338666666
2002-08-06,0.760713995,0.803570986,0.742856979,0.795714021,3217200,-0.018433524441812343,0.06071400699999996,-0.03500002599999996,4083000.0,0.8498980062857143,1.0506905337666668
2002-08-07,0.793570995,0.793570995,0.742856979,0.760713995,2758000,0.043192316975843026,0.05071401599999992,0.032856999999999914,4011200.0,0.8380611454285715,1.0450000326333333
2002-08-08,0.796428978,0.803570986,0.750714004,0.796428978,2283400,0.003601420689525181,0.052856982,0.0,3797800.0,0.8212244255714286,1.0385952989666667
2002-08-09,0.787142992,0.821429014,0.77857101,0.798570991,1500800,-0.011659528038920675,0.04285800400000006,-0.011427998999999911,3536000.0,0.7974489927142857,1.033381033
2002-08-12,0.757143021,0.807142973,0.753570974,0.802856982,2130800,-0.03811247931430495,0.05357199900000009,-0.045713961000000025,3193400.0,0.7782652804285713,1.0253096005000002
2002-08-13,0.77285701,0.805000007,0.754285991,0.767857015,1677200,0.020754320602791365,0.05071401599999992,0.004999994999999924,2482200.0,0.7775509952857143,1.0168096026333333
2002-08-14,0.833571017,0.833571017,0.771429002,0.77571398,4047400,0.07855787838425643,0.06214201500000005,0.057857037,2516400.0,0.7859182868571428,1.0055000683333335
2002-08-15,0.882857025,0.910713971,0.832857013,0.837143004,3263400,0.059126345560068794,0.07785695799999992,0.045714020999999994,2523000.0,0.8033672911428571,0.9944524368333334
2002-08-16,0.912856996,0.924286008,0.857142985,0.892857015,1828400,0.03398055421261459,0.06714302300000008,0.019999981,2390200.0,0.8204081484285713,0.9823333681333334
2002-08-19,0.982142985,0.98428601,0.917856991,0.925000012,2074800,0.07590015665498595,0.06642901900000009,0.05714297299999993,2360400.0,0.8469387208571428,0.9758810004333333
2002-08-20,0.946429014,0.993570983,0.921428978,0.985000014,2539600,-0.036363311193430725,0.07214200500000001,-0.03857100000000002,2508800.0,0.8696938668571429,0.9687381665666667
2002-08-21,0.968571007,0.97142899,0.918570995,0.952857018,2779000,0.023395302418317332,0.0528579950000001,0.015713988999999984,2601400.0,0.8998978648571428,0.9622381668000001
2002-08-22,0.983570993,0.999285996,0.929286003,0.973571002,2963800,0.01548671795004486,0.06999999300000004,0.00999999099999993,2785200.0,0.9299998624285715,0.9527143320333333
2002-08-23,0.993570983,0.996429026,0.967857003,0.993570983,2406600,0.010167024110276923,0.028572023000000057,0.0,2550800.0,0.9528570004285715,0.9455714643666666
2002-08-26,0.967857003,0.996429026,0.937856972,0.996429026,2644600,-0.02588036530853477,0.058572054000000096,-0.028572023000000057,2462400.0,0.9649998544285714,0.9397381326
2002-08-27,0.873570979,0.967857003,0.857856989,0.967857003,4984000,-0.09741730824672246,0.11000001400000003,-0.09428602399999997,2913200.0,0.9593875662857142,0.9313095331666668
2002-08-28,0.864286005,0.889999986,0.824999988,0.861428976,2275000,-0.010628757391447197,0.064999998,0.0028570289999999554,2941800.0,0.9425508548571429,0.9238095343333332
2002-08-29,0.90357101,0.922142982,0.824285984,0.832857013,2395400,0.04545370950441341,0.09785699800000003,0.07071399699999992,2921200.0,0.936428282857143,0.9156190336
2002-08-30,0.936429024,0.962857008,0.894285977,0.914286017,2121000,0.03636461731989393,0.06857103099999995,0.022143007000000048,2827200.0,0.931836571,0.9081666688333334
2002-09-03,0.925000012,0.963571012,0.913571,0.936429024,1593200,-0.012204888685722781,0.05000001199999993,-0.011429012000000016,2631400.0,0.9234692879999999,0.8999762018666666
2002-09-04,0.928570986,0.945713997,0.907857001,0.925714016,373800,0.0038605123823500787,0.03785699600000003,0.0028569699999999587,2341000.0,0.9141835741428572,0.8927142699666667
2002-09-05,0.917856991,0.935714006,0.910713971,0.917856991,285600,-0.011538153960800157,0.02500003500000003,0.0,2004000.0,0.9070407152857143,0.8861666381333334
2002-09-06,0.914286017,0.935714006,0.910713971,0.927856982,763000,-0.0038905559744218943,0.02500003500000003,-0.01357096499999999,1401000.0,0.9128571492857144,0.8820952037666666
2002-09-09,0.901428998,0.925000012,0.892857015,0.919286013,1419600,-0.014062359875290587,0.032142997000000006,-0.01785701500000003,1278800.0,0.9181632911428571,0.8830952028333333
2002-09-10,0.944999993,0.949999988,0.889285982,0.90071398,4746000,0.04833547078768374,0.06071400599999999,0.04428601300000001,1614600.0,0.9240817172857143,0.8853809019
2002-09-11,0.961429,0.976428986,0.938570976,0.938570976,1629600,0.017385192721371734,0.03785801000000011,0.022858024000000032,1544400.0,0.9276531424285714,0.8869523346666667
2002-09-12,0.925000012,0.967142999,0.914286017,0.962857008,1943200,-0.037890460970076756,0.052856982,-0.03785699599999992,1594400.0,0.9276531424285714,0.8859999676666667
2002-09-13,0.878570974,0.927142978,0.864286005,0.921428978,2485000,-0.050193553943435054,0.06285697300000004,-0.04285800400000006,1896000.0,0.9205102835714285,0.8855713665666668
2002-09-16,0.857142985,0.892143011,0.852856994,0.892143011,3512600,-0.024389593594745795,0.039286017000000006,-0.03500002600000007,2357000.0,0.9118368541428571,0.8882142325333333
2002-09-17,0.829999983,0.864286005,0.824999988,0.863570988,2863000,-0.03166683094303102,0.039286017000000006,-0.03357100499999999,2657000.0,0.8997959921428572,0.8900475661
2002-09-18,0.787856996,0.841428995,0.785000026,0.836429,1521800,-0.050774684172493534,0.05642896900000005,-0.048572003999999946,2671600.0,0.8835714204285715,0.8909523328
2002-09-19,0.72428602,0.785713971,0.717857003,0.785000026,4978400,-0.08068847052543027,0.06785696799999996,-0.06071400599999999,2704800.0,0.8520408528571428,0.8886428336333334
2002-09-20,0.707857013,0.767857015,0.699999988,0.753570974,3484600,-0.022683037565739528,0.06785702700000007,-0.045713960999999914,2969800.0,0.8158162832857142,0.8856904348
2002-09-23,0.711429,0.732142985,0.705713987,0.714286029,4839800,0.005046198503934285,0.02642899799999998,-0.0028570290000000664,3383600.0,0.7853061387142857,0.8831666350666667
2002-09-24,0.717857003,0.725000024,0.689285994,0.711429,3747800,0.009035340139353254,0.03571402999999995,0.0064280030000000155,3564000.0,0.7623470000000001,0.8818571011333333
2002-09-25,0.732142985,0.75,0.707857013,0.72428602,1457400,0.019900874324966233,0.042142986999999965,0.007856964999999994,3270400.0,0.7444898571428571,0.8804999669666667
2002-09-26,0.782857001,0.782857001,0.728570998,0.748570979,4162200,0.06926791219614015,0.05428600299999997,0.03428602199999997,3456000.0,0.7377551454285715,0.8788094997666666
2002-09-27,0.720000029,0.784286022,0.712143004,0.776428998,5105800,-0.08029176710396435,0.072143018,-0.05642896899999994,3968000.0,0.728061293,0.8733809332333333
2002-09-30,0.692857027,0.72142899,0.689285994,0.707143009,4837000,-0.03769861237047267,0.032142996000000035,-0.014285982000000086,3947800.0,0.7235714368571429,0.8660476009333333
2002-10-01,0.678570986,0.709999979,0.660713971,0.709285975,3850000,-0.0206190316952648,0.04928600800000005,-0.030714989000000026,4000000.0,0.7193877187142858,0.8559285343
2002-10-02,0.578571022,0.688570976,0.560714006,0.688570976,9314200,-0.1473684641152635,0.12785696999999996,-0.10999995399999996,4639200.0,0.7004080075714285,0.8436666012333334
2002-10-03,0.517857015,0.569999993,0.489286005,0.569285989,9765000,-0.10493786361806412,0.08071398800000001,-0.051428974000000016,5498800.0,0.6718365807142858,0.8286428014999999
2002-10-04,0.468571007,0.531428993,0.447142988,0.517857015,8433600,-0.09517300446340393,0.084286005,-0.04928600800000005,6495400.0,0.634183441,0.8114761353
2002-10-07,0.412142992,0.458570987,0.382142991,0.449999988,15724800,-0.12042575011475265,0.076427996,-0.03785699600000003,8147200.0,0.5812242968571429,0.7920952022666667
2002-10-08,0.405000001,0.427857012,0.39071399,0.410714,4531800,-0.01733134164270833,0.03714302199999997,-0.005713999000000025,8065200.0,0.5362242928571428,0.7733333022
2002-10-09,0.372857004,0.410714,0.347142994,0.409999996,5982200,-0.07936542449539408,0.06357100600000004,-0.037142991999999986,8228800.0,0.4905100038571429,0.7566428363666666
2002-10-10,0.506429017,0.524999976,0.34642899,0.377857,13577200,0.3582392487389079,0.17857098600000004,0.12857201699999998,9618400.0,0.465918294,0.7447142701
2002-10-11,0.470714003,0.52857101,0.446429014,0.508571029,13281800,-0.07052323781044323,0.08214199599999994,-0.03785702599999996,10185200.0,0.45051014842857146,0.7302857032000001
2002-10-14,0.534286022,0.535000026,0.463571012,0.464286,5272400,0.13505444621327745,0.07142901399999996,0.070000022,9543400.0,0.45285714942857147,0.7168809364666667
2002-10-15,0.550000012,0.585713983,0.542142987,0.542856991,4125800,0.029411194290986042,0.04357099600000003,0.007143021000000083,8928000.0,0.4644898644285714,0.7043809364666667
2002-10-16,0.459286004,0.532857001,0.442856997,0.529286027,5800200,-0.16493455640142785,0.09000000400000002,-0.07000002300000002,7510200.0,0.4712245804285714,0.6887381037333333
2002-10-17,0.550000012,0.585713983,0.47142899,0.472142994,7481600,0.197510934820474,0.114284993,0.07785701800000006,7931600.0,0.4919388677142858,0.6764762044333333
2002-10-18,0.682856977,0.735714018,0.585713983,0.585713983,24904600,0.24155811291145923,0.15000003500000003,0.09714299400000004,10634800.0,0.5362245781428572,0.6687619031
2002-10-21,0.636429012,0.664286017,0.608570993,0.638571024,9686600,-0.06799076023792316,0.05571502400000006,-0.002142011999999971,10079000.0,0.554796006,0.6599285702333334
2002-10-22,0.625,0.643571019,0.617856979,0.635713995,4263000,-0.01795803111502403,0.025714039999999994,-0.010713995000000032,8790600.0,0.5768368627142857,0.6492619038
2002-10-23,0.589286029,0.625,0.585713983,0.625,3539200,-0.05714235359999997,0.039286017000000006,-0.035713970999999956,8543000.0,0.5846940065714286,0.6368571381
2002-10-24,0.579285979,0.606428981,0.553570986,0.606428981,2431800,-0.016969772755294765,0.05285799499999999,-0.02714300199999997,8301000.0,0.5888777161428571,0.625333337
2002-10-25,0.642857015,0.685000002,0.567857027,0.579999983,6447000,0.10974033258968285,0.11714297500000004,0.06285703200000003,8393400.0,0.6151021462857144,0.6174762050333332
2002-10-28,0.685714006,0.707143009,0.649999976,0.664286017,5647600,0.06666644370365926,0.05714303300000001,0.02142798899999998,8131400.0,0.6344898597142857,0.6117619057333333
2002-10-29,0.657142997,0.678570986,0.632857025,0.675000012,2004800,-0.041666071787951786,0.045713961000000025,-0.01785701500000003,4860000.0,0.630816434,0.6060000061999999
2002-10-30,0.641429007,0.665714025,0.635713995,0.663571,1423800,-0.023912588389038203,0.030000029999999955,-0.02214199299999997,3679600.0,0.631530719,0.6011190732333334
2002-10-31,0.64071399,0.642857015,0.623570979,0.636429012,1659000,-0.001114725078219081,0.019286036000000006,0.004284977999999939,3307600.0,0.6337755747142857,0.5983333389
2002-11-01,0.638571024,0.642857015,0.607142985,0.628570974,2126600,-0.0033446530487026838,0.03571403000000006,0.010000050000000038,3105800.0,0.6408162882857142,0.5960238059333334
2002-11-04,0.671428978,0.702857018,0.639285982,0.642857015,3589600,0.05145544154850357,0.06357103600000003,0.028571962999999978,3271200.0,0.6539795738571429,0.5946904718666666
2002-11-05,0.651428998,0.676428974,0.65071398,0.672142982,1045800,-0.02978718621822729,0.02571499399999999,-0.02071398400000002,2499600.0,0.6552041428571428,0.5924762050333333
2002-11-06,0.629285991,0.664286017,0.612856984,0.664286017,7032200,-0.03399143585560793,0.05142903300000001,-0.03500002599999996,2697400.0,0.6471429978571429,0.5890476385666666
2002-11-07,0.592857003,0.63785702,0.592857003,0.632143021,2585800,-0.05788939928904291,0.045000017,-0.03928601799999998,2780400.0,0.6379592844285715,0.5827143053
2002-11-08,0.610714018,0.612856984,0.553570986,0.605000019,4922400,0.030120273370541684,0.059285998000000006,0.005713999000000025,3280200.0,0.6335714288571428,0.5790714382666666
2002-11-11,0.600714028,0.607142985,0.585713983,0.607142985,371000,-0.016374259809441738,0.021429001999999975,-0.006428957000000013,3096200.0,0.6278571485714286,0.5760000049666666
2002-11-12,0.577857018,0.614286005,0.572143018,0.600000024,2191000,-0.038049735705522725,0.042142986999999965,-0.022143005999999965,3105400.0,0.6191837191428571,0.5726428726999999
2002-11-13,0.641429007,0.642857015,0.555714011,0.579285979,3231200,0.11001335454923922,0.08714300400000008,0.062143028000000045,3054200.0,0.614898009,0.5747381388666668
2002-11-14,0.618570983,0.644999981,0.618570983,0.642857015,931000,-0.03563609339544571,0.02642899799999998,-0.024286032000000013,3037800.0,0.6102040068571428,0.5780952711333334
2002-11-15,0.649999976,0.65357101,0.589286029,0.642143011,2045400,0.05080903221094024,0.06428498099999991,0.007856964999999994,2325400.0,0.6131631475714286,0.5841429034333333
2002-11-18,0.77857101,0.780713975,0.625,0.648571014,10061800,0.19780159807267417,0.15571397499999995,0.129999996,3393400.0,0.63969372,0.5963571706999999
2002-11-19,0.664286017,0.720713973,0.623570979,0.720000029,28194600,-0.14678814331913015,0.09714299399999993,-0.055714012000000035,6718000.0,0.6473468627142857,0.6050000379
2002-11-20,0.717142999,0.727856994,0.660713971,0.674286008,10085600,0.07956961406279306,0.06714302300000008,0.042856990999999955,8105800.0,0.6639795728571428,0.6164762377333334
2002-11-21,0.785713971,0.785713971,0.717857003,0.728570998,10516800,0.09561687431323573,0.06785696799999996,0.05714297299999993,9295200.0,0.6936734232857142,0.6257857362
2002-11-22,0.786428988,0.800000012,0.752143025,0.757143021,4492600,0.0009100220008688709,0.04785698700000007,0.02928596700000008,9475400.0,0.7143877062857144,0.6363095690333332
2002-11-25,0.792856991,0.796428978,0.753570974,0.792856991,4771200,0.00817365979393414,0.04285800400000006,0.0,10024000.0,0.7392857074285715,0.6449286013333333
2002-11-26,0.749285996,0.785713971,0.748570979,0.771429002,1771000,-0.05495441863361206,0.03714299199999993,-0.022143005999999965,9984800.0,0.7534694245714285,0.6515714674666667
2002-11-27,0.751429021,0.76571399,0.743570983,0.761429012,1069600,0.0028600894871122495,0.022143006999999937,-0.009999991000000041,8700200.0,0.7495919975714286,0.6613095680333334
2002-11-29,0.774999976,0.795000017,0.742856979,0.75,932400,0.03136817229740729,0.052143037999999975,0.024999976000000035,4805600.0,0.7654082774285714,0.6688095668333334
2002-12-02,0.761429012,0.796428978,0.72428602,0.742856979,2009000,-0.017510921832596282,0.07214295800000003,0.018572032999999988,3651800.0,0.7717348507142857,0.6714286346666667
2002-12-03,0.770713985,0.789286017,0.739286005,0.75,1164800,0.012194141349581189,0.05000001200000004,0.02071398499999999,2315800.0,0.7695919955714287,0.6759048004333332
2002-12-04,0.709999979,0.75,0.696429014,0.742856979,2468200,-0.07877631284970132,0.05357098599999999,-0.032857000000000025,2026600.0,0.7586735657142858,0.6787381330666666
2002-12-05,0.785713971,0.864286005,0.769999981,0.858570993,12632200,0.10663942850623664,0.09428602399999997,-0.072857022,3149600.0,0.7576531342857142,0.6852857311333334
2002-12-06,0.782142997,0.797856987,0.737856984,0.785000026,3883600,-0.0045448778204301155,0.06000000299999997,-0.0028570289999999554,3451400.0,0.7623469915714286,0.6920476317333333
2002-12-09,0.799286008,0.800000012,0.763571024,0.795714021,4068400,0.021918001012288135,0.03642898800000005,0.003571987000000054,3879800.0,0.7691837040000001,0.6972619315
2002-12-10,0.871429026,0.872856975,0.799286008,0.800000012,3236800,0.09025932804768932,0.07357096699999999,0.07142901400000001,4209000.0,0.7829592825714285,0.7034524321666666
2002-12-11,0.897143006,0.928570986,0.840713978,0.854286015,4895800,0.02950783050919381,0.08785700799999996,0.042856990999999955,4621400.0,0.8023469959999999,0.7114524324666667
2002-12-12,0.90071398,0.914286017,0.885713995,0.905713975,2534000,0.003980384371407686,0.028572021999999975,-0.004999994999999924,4817000.0,0.8209184238571429,0.7200952649
2002-12-13,0.892857015,0.914286017,0.860714018,0.899999976,1395800,-0.008723041025742728,0.05357199899999998,-0.007142961000000003,4663800.0,0.8470408575714286,0.7285000323999999
2002-12-16,0.913571,0.927856982,0.867856979,0.898571014,2098600,0.023199666522192297,0.06000000299999997,0.014999986000000076,3159000.0,0.8653061474285714,0.7376666982666666
2002-12-17,0.906428993,0.927142978,0.892857015,0.914286017,1680000,-0.007817681384369668,0.034285962999999975,-0.00785702399999999,2844200.0,0.8830612897142858,0.7455000321
2002-12-18,0.785000026,0.898571014,0.763571024,0.896429002,13378400,-0.1339641250861887,0.13499998999999996,-0.11142897600000001,4174200.0,0.8810204351428571,0.7499523997
2002-12-19,0.771429002,0.799286008,0.758571029,0.770713985,3781400,-0.0172879280898266,0.040714979000000096,0.0007150169999999845,4252000.0,0.8667347174285716,0.7546905000666667
2002-12-20,0.764285982,0.771429002,0.728570998,0.764285982,4384800,-0.009259465202216988,0.04285800399999995,0.0,4179000.0,0.8477551425714286,0.7604047993666666
2002-12-23,0.732142985,0.760713995,0.727856994,0.739286005,3311000,-0.04205624302553279,0.032857001,-0.00714302,4290000.0,0.823673571857143,0.7644524316
2002-12-24,0.707143009,0.732142985,0.699285984,0.728570998,4895800,-0.034146302719816335,0.032857001,-0.02142798899999998,4790000.0,0.7971429995714284,0.7680000643000001
2002-12-26,0.696429014,0.714286029,0.684285998,0.702143013,2122400,-0.015151100786743421,0.030000031000000038,-0.005713999000000025,4793400.0,0.7661227158571429,0.7719524641666667
2002-12-27,0.690714002,0.708571017,0.685714006,0.692857027,4592000,-0.008206165862009951,0.022857011000000038,-0.002143024999999965,5209400.0,0.7353062885714285,0.7735952973333333
2002-12-30,0.713571012,0.714286029,0.685714006,0.703571022,5198200,0.03309185847371876,0.028572023000000057,0.009999989999999959,4040800.0,0.7251021437142857,0.7767619649666667
2002-12-31,0.786428988,0.800000012,0.692857027,0.712857008,11369400,0.10210332927593768,0.10714298500000008,0.07357198000000009,5124800.0,0.7272449988571428,0.7813095987
2003-01-02,0.817857027,0.899999976,0.810714006,0.84642899,8397200,0.0399629712021754,0.08928597000000005,-0.02857196300000009,5698000.0,0.7348980052857143,0.7826191326
2003-01-03,0.77285701,0.850000024,0.771429002,0.850000024,3248000,-0.05502186264152498,0.07857102199999999,-0.07714301400000001,5689000.0,0.7407142945714285,0.7862381656999999
2003-01-06,0.792856991,0.800000012,0.762143016,0.785713971,3003000,0.025877983561279905,0.03785699600000003,0.00714302,5418600.0,0.752959149142857,0.7887619654333332
2003-01-07,0.783571005,0.795714021,0.771429002,0.771429002,1937600,-0.011712056657642522,0.02428501900000002,0.012142003000000012,5392200.0,0.7654080050000001,0.7886905332333333
2003-01-08,0.814999998,0.857142985,0.762143016,0.771429002,5356400,0.04010994893819486,0.09499996899999996,0.04357099600000003,5501400.0,0.7831631472857142,0.7896429002333334
2003-01-09,0.838571012,0.845713973,0.809285998,0.824999988,5322800,0.028921489641525078,0.036427974999999946,0.013571023999999987,5519200.0,0.801020290142857,0.7911667009333333
2003-01-10,0.886429012,0.907142997,0.828571022,0.834999979,5434800,0.057070897175253155,0.07857197500000002,0.05142903300000001,4671400.0,0.8153060078571429,0.7957381348
2003-01-13,0.867142975,0.883571029,0.855000019,0.857856989,4408600,-0.021757001112233443,0.028571009999999952,0.00928598600000008,4101600.0,0.8223468575714286,0.7995952666
2003-01-14,0.860000014,0.882143021,0.836429,0.871429026,2549400,-0.00823735093973399,0.045714020999999994,-0.011429012000000016,4001800.0,0.8347958581428572,0.8024286012
2003-01-15,0.871429026,0.882143021,0.847856998,0.84928602,9430400,0.01328954862086773,0.03428602299999994,0.022143006000000076,4920000.0,0.8460204345714286,0.8060952683333333
2003-01-16,0.857142985,0.956429005,0.857142985,0.907142997,18653600,-0.016393808989327963,0.09928602000000009,-0.05000001200000004,7308000.0,0.8565307174285713,0.8089762349999999
2003-01-17,0.817143023,0.850000024,0.789286017,0.842857003,5364800,-0.046666615372229825,0.06071400699999996,-0.025713980000000025,7309200.0,0.8568368638571429,0.8125476698
2003-01-21,0.814285994,0.850000024,0.792856991,0.826429009,6081600,-0.0034963634511750996,0.05714303300000001,-0.012143015000000035,7417600.0,0.8533675755714286,0.8135000705666666
